transaction_id,customer_id,product_id,price,product_name_trans,category_trans,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,customer_name_masked,email_masked,phone_masked,product_name_prod,category_prod,product_name_standardized,revenue,cost_ratio,total_cost,profit,profit_margin_pct,transaction_year,transaction_month,transaction_week,day_of_week,discount_rate
2691,761,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-06-05,5,Cash,0.4,Successful,4d7941b40925a25c,773e70f44b216377,6a262feeb074def1,Microwave,Home Appliances,Microwave,224999.6,0.7,157500.0,67499.6,29.99987555533432,2025,6,23,Thursday,1.777777777777778e-06
2692,432,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-07-28,5,Card,0.05,Successful,92bb82760540a42b,f44822cf75ff7525,ed6163ea9fca79f0,Microwave,Home Appliances,Microwave,224999.95,0.7,157500.0,67499.95000000001,29.99998444444099,2025,7,31,Monday,2.2222222222222224e-07
2693,290,106,80000.0,Sofa,Furniture,offline,Chennai,2025-08-28,4,Card,0.25,Successful,e3d9691b3886ab12,9dbc41ef522e3364,08223c273bb68ac1,Sofa,Furniture,Sofa,319999.75,0.6,192000.0,127999.75,39.999953124963376,2025,8,35,Thursday,7.8125e-07
2694,193,105,45000.0,Tv,Electronics,online,Bangalore,2025-08-11,3,Upi,0.35,Successful,7bbfa0b04c6501d7,75ea63263d398fa4,b9532ab2986b45a3,TV,Electronics,TV,134999.65,0.8,108000.0,26999.649999999994,19.999792592054867,2025,8,33,Monday,2.5925925925925925e-06
2695,199,105,45000.0,Tv,Electronics,online,Chennai,2025-11-25,2,Cash,0.25,Successful,c8a3b2aa95c433c9,8fe5e0c25c2dce7a,5631e3b8a743685c,TV,Electronics,TV,89999.75,0.8,72000.0,17999.75,19.999777777160492,2025,11,48,Tuesday,2.777777777777778e-06
2696,15,101,250000.0,Laptop,Electronics,offline,Chennai,2025-07-21,4,Card,0.1,Successful,a57fcc52836ee0a8,7563d77e1b06c4f9,f9441ad4adf1a654,Laptop,Electronics,Laptop,999999.9,0.8,800000.0,199999.90000000002,19.999991999999203,2025,7,30,Monday,1.0000000000000001e-07
2697,835,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-07-28,3,Card,0.35,Successful,c279c3db69ab7e55,1d417bcbc101d0bd,1e6257320959963d,Mixer Grinder,Home Appliances,Mixer Grinder,44999.65,0.7,31499.999999999996,13499.650000000005,29.999455551320963,2025,7,31,Monday,7.777777777777777e-06
2698,507,106,80000.0,Sofa,Furniture,offline,Delhi,2025-10-24,2,Netbanking,0.2,Successful,21b271ff7998c76d,3d2bf373e79de667,5220abe4ae3e647a,Sofa,Furniture,Sofa,159999.8,0.6,96000.0,63999.79999999999,39.99992499990624,2025,10,43,Friday,1.25e-06
2699,234,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-07-15,3,Card,0.35,Successful,29c254132878d100,339443a3dbdc8296,1a10d31ecc201b70,Refrigerator,Home Appliances,Refrigerator,194999.65,0.7,136500.0,58499.649999999994,29.999874358748848,2025,7,29,Tuesday,1.7948717948717948e-06
2700,363,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-03-24,2,Netbanking,0.15,Successful,ced0bb5a52839700,76ebb88b26acca65,c844b21270ce0d9d,Refrigerator,Home Appliances,Refrigerator,129999.85,0.7,91000.0,38999.850000000006,29.999919230676035,2026,3,13,Tuesday,1.1538461538461538e-06
2701,186,101,250000.0,Laptop,Electronics,online,Chennai,2025-07-22,3,Cash,0.15,Successful,68ba0a4df3c0fb21,6ad7170d71026189,e60fac969e2decaf,Laptop,Electronics,Laptop,749999.85,0.8,600000.0,149999.84999999998,19.999983999996797,2025,7,30,Tuesday,2e-07
2702,16,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-12-25,4,Netbanking,0.05,Successful,5bf598c5bbef7a9b,a7e9d2ecabd4f8e1,a24f3e47232c6450,Microwave,Home Appliances,Microwave,179999.95,0.7,125999.99999999999,53999.950000000026,29.999980555550167,2025,12,52,Thursday,2.777777777777778e-07
2703,600,105,45000.0,Tv,Electronics,online,Chennai,2026-02-27,2,Netbanking,0.05,Successful,0e5ea2a44cee5b49,b07da896e9d4ad42,df715dc6b0572e7c,TV,Electronics,TV,89999.95,0.8,72000.0,17999.949999999997,19.999955555530864,2026,2,9,Friday,5.555555555555556e-07
2704,539,102,70000.0,Phone,Electronics,online,Bangalore,2025-11-20,5,Upi,0.2,Successful,4f6dff7c2dfa0685,94839df1b0b0020b,aac09cdb4cca619b,Phone,Electronics,Phone,349999.8,0.8,280000.0,69999.79999999999,19.99995428568816,2025,11,47,Thursday,5.714285714285715e-07
2705,296,102,70000.0,Phone,Electronics,offline,Bangalore,2025-10-12,3,Upi,0.4,Successful,1e2043a094ced931,8c4c4d954c3b9d80,5cee23b1d8916b26,Phone,Electronics,Phone,209999.6,0.8,168000.0,41999.600000000006,19.99984761875737,2025,10,41,Sunday,1.904761904761905e-06
2706,951,105,45000.0,Tv,Electronics,online,Mumbai,2026-02-12,4,Card,0.05,Successful,6e081a2eb614cef6,18ad14d81fdcc2ec,c93f2473430996c3,TV,Electronics,TV,179999.95,0.8,144000.0,35999.95000000001,19.999977777771612,2026,2,7,Thursday,2.777777777777778e-07
2707,689,102,70000.0,Phone,Electronics,online,Bangalore,2026-03-06,5,Netbanking,0.35,Successful,0bcc4842e7234d38,5314e69bedf3c325,d9896346f9f6772e,Phone,Electronics,Phone,349999.65,0.8,280000.0,69999.65000000002,19.999919999920003,2026,3,10,Friday,1e-06
2708,846,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-05-11,5,Card,0.35,Successful,13f6c6da8928ed09,88122cd99b91786e,e02145712c70b7dd,Refrigerator,Home Appliances,Refrigerator,324999.65,0.7,227500.0,97499.65000000002,29.999924615303435,2025,5,19,Sunday,1.0769230769230769e-06
2709,100,104,8000.0,Shoes,Clothing,online,Delhi,2025-05-30,5,Card,0.4,Successful,06b213524c2407ac,0af44fba8228823c,7ad3ad01cb40c6b6,Shoes,Clothing,Shoes,39999.6,0.5,20000.0,19999.6,49.999499994999944,2025,5,22,Friday,1e-05
2710,180,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-02-18,3,Cash,0.1,Successful,db8ed820eda7817f,cf116fc0b5c30d6a,70585b96fbc80f10,Sofa,Furniture,Sofa,239999.9,0.6,144000.0,95999.9,39.99997499998958,2026,2,8,Wednesday,4.1666666666666667e-07
2711,728,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-09,1,Netbanking,0.05,Successful,6d5b665c64e70f37,4d80d13ea81926dc,47d793bd539dbe26,Phone,Electronics,Phone,69999.95,0.8,56000.0,13999.949999999997,19.999942857102038,2025,7,28,Wednesday,7.142857142857143e-07
2712,230,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-12-03,2,Cash,0.15,Successful,8ca642a3ed1f2fd9,e6303b9eccefb8ab,cf6e7ab9093d0791,Mixer Grinder,Home Appliances,Mixer Grinder,29999.85,0.7,21000.0,8999.849999999999,29.99964999824999,2026,12,49,Thursday,4.9999999999999996e-06
2713,881,102,70000.0,Phone,Electronics,offline,Bangalore,2026-05-04,5,Netbanking,0.2,Successful,2d86da100e00bd30,d6fc5d08860c077a,4cde34523a9fc2a4,Phone,Electronics,Phone,349999.8,0.8,280000.0,69999.79999999999,19.99995428568816,2026,5,19,Monday,5.714285714285715e-07
2714,894,105,45000.0,Tv,Electronics,online,Bangalore,2026-02-16,5,Cash,0.35,Successful,66684056b628f12b,47df02e38d7f63e9,2ad5f77c3315548d,TV,Electronics,TV,224999.65,0.8,180000.0,44999.649999999994,19.999875555361974,2026,2,8,Monday,1.5555555555555554e-06
2715,106,102,70000.0,Phone,Electronics,offline,Chennai,2025-09-26,3,Card,0.15,Successful,c0f77ac506e0334f,e189cbd897632db0,058cc9eca97a14bb,Phone,Electronics,Phone,209999.85,0.8,168000.0,41999.850000000006,19.99994285710204,2025,9,39,Friday,7.142857142857142e-07
2716,54,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-12-14,1,Card,0.4,Successful,97db10e2fd05f257,0195aa9ec72b4260,241b4d6689beccca,Laptop,Electronics,Laptop,249999.6,0.8,200000.0,49999.600000000006,19.9998719997952,2025,12,50,Sunday,1.6000000000000001e-06
2717,138,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2026-01-14,3,Netbanking,0.35,Successful,86cff225a0fffc05,dfac8882eb72e157,8bd1613b48a23fed,Mixer Grinder,Home Appliances,Mixer Grinder,44999.65,0.7,31499.999999999996,13499.650000000005,29.999455551320963,2026,1,3,Wednesday,7.777777777777777e-06
2718,131,103,1300.0,Shirt,Clothing,online,Bangalore,2025-10-08,5,Cash,0.35,Successful,6e20495a5f3cc507,9baa95c400ca8974,6de5d754240c5504,Shirt,Clothing,Shirt,6499.65,0.5,3250.0,3249.6499999999996,49.99730754732947,2025,10,41,Wednesday,5.384615384615384e-05
2719,647,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-04-16,4,Netbanking,0.3,Successful,bbd0a4c2819c17be,2eb95ae983c1b23d,19621cb5cabe4a79,Mixer Grinder,Home Appliances,Mixer Grinder,59999.7,0.7,42000.0,17999.699999999997,29.99964999824999,2025,4,16,Wednesday,4.9999999999999996e-06
2720,933,101,250000.0,Laptop,Electronics,online,Bangalore,2026-04-03,4,Netbanking,0.15,Successful,f187851e2a449e58,409f779a3e7f245a,f6a9222068431f5b,Laptop,Electronics,Laptop,999999.85,0.8,800000.0,199999.84999999998,19.999987999998197,2026,4,14,Friday,1.5e-07
2721,43,101,250000.0,Laptop,Electronics,online,Chennai,2026-01-01,4,Card,0.35,Successful,bd77fec275bed2e5,0e36693d4577588c,3d0c902705d76454,Laptop,Electronics,Laptop,999999.65,0.8,800000.0,199999.65000000002,19.9999719999902,2026,1,1,Thursday,3.5e-07
2722,261,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-03-05,4,Netbanking,0.05,Successful,6e79e6911b3d5013,c3732c5a1cded872,5ea7feff695e25ce,Microwave,Home Appliances,Microwave,179999.95,0.7,125999.99999999999,53999.950000000026,29.999980555550167,2025,3,10,Wednesday,2.777777777777778e-07
2723,819,102,70000.0,Phone,Electronics,online,Chennai,2026-03-21,5,Cash,0.1,Successful,08563f25173d6f71,30b9b66b36331b70,20bafc18a2c61d95,Phone,Electronics,Phone,349999.9,0.8,280000.0,69999.90000000002,19.999977142850618,2026,3,12,Saturday,2.8571428571428575e-07
2724,265,105,45000.0,Tv,Electronics,offline,Bangalore,2025-10-06,4,Upi,0.4,Successful,c59e05badb7a01c2,43525fc47ffde3d2,4c77d652d3912f6c,TV,Electronics,TV,179999.6,0.8,144000.0,35999.600000000006,19.999822221827163,2025,10,41,Monday,2.2222222222222225e-06
2725,924,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-12-21,1,Upi,0.3,Successful,2af3ea78a4884dc5,c935321e4276b8d3,bc1bad1baf800385,Sofa,Furniture,Sofa,79999.7,0.6,48000.0,31999.699999999997,39.999774999156244,2025,12,51,Sunday,3.7499999999999997e-06
2726,296,101,250000.0,Laptop,Electronics,online,Bangalore,2026-01-16,2,Upi,0.35,Successful,1e2043a094ced931,8c4c4d954c3b9d80,5cee23b1d8916b26,Laptop,Electronics,Laptop,499999.65,0.8,400000.0,99999.65000000002,19.999943999960802,2026,1,3,Friday,7e-07
2727,671,106,80000.0,Sofa,Furniture,online,Chennai,2026-01-28,4,Upi,0.15,Successful,1cbe1a0c7f61b85b,f83e6d2e70dfab2f,a8341202afa523e9,Sofa,Furniture,Sofa,319999.85,0.6,192000.0,127999.84999999998,39.99997187498681,2026,1,5,Wednesday,4.6874999999999996e-07
2728,779,105,45000.0,Tv,Electronics,offline,Chennai,2025-06-11,4,Netbanking,0.4,Successful,1ee34a54dd3fa012,036c4b18fc7ffc96,45c9038515b0a8f9,TV,Electronics,TV,179999.6,0.8,144000.0,35999.600000000006,19.999822221827163,2025,6,24,Wednesday,2.2222222222222225e-06
2729,189,106,80000.0,Sofa,Furniture,offline,Chennai,2025-04-28,4,Card,0.05,Successful,40f8219185e67ba8,94d0e6c26688839b,a691bb99404b73a3,Sofa,Furniture,Sofa,319999.95,0.6,192000.0,127999.95000000001,39.99999062499854,2025,4,18,Monday,1.5625e-07
2730,845,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-04-26,5,Upi,0.15,Successful,2a84357ace28212f,da0ec6ea0f9a2948,f95482028ad7d477,Mixer Grinder,Home Appliances,Mixer Grinder,74999.85,0.7,52500.0,22499.850000000006,29.99985999972,2025,4,17,Saturday,2e-06
2731,422,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-01-22,2,Cash,0.2,Successful,1e73487f90fa7624,1a79585b62261bb4,3751abea187a7ba8,Mixer Grinder,Home Appliances,Mixer Grinder,29999.8,0.7,21000.0,8999.8,29.9995333302222,2026,1,4,Thursday,6.666666666666667e-06
2732,338,103,1300.0,Shirt,Clothing,online,Delhi,2025-04-26,5,Card,0.35,Successful,8eadf245dd7c9281,2699359443ee6fca,468c8b7850273cad,Shirt,Clothing,Shirt,6499.65,0.5,3250.0,3249.6499999999996,49.99730754732947,2025,4,17,Saturday,5.384615384615384e-05
2733,822,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-05-26,2,Cash,0.05,Successful,5ed2feef0c524462,677176272a18625c,bd664d2698e3a25a,Shirt,Clothing,Shirt,2599.95,0.5,1300.0,1299.9499999999998,49.99903844304698,2025,5,22,Monday,1.923076923076923e-05
2734,59,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-03-22,2,Card,0.15,Successful,cf232f2fadc80ada,c7c0628007deb07d,7ccf8c9d2bb44098,Phone,Electronics,Phone,139999.85,0.8,112000.0,27999.850000000006,19.999914285622452,2026,3,12,Sunday,1.0714285714285714e-06
2735,987,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-28,5,Upi,0.05,Successful,45db2fc3ccbc2b5d,1b0167d3f5b9f1b0,bfa16132b0ba8828,Shoes,Clothing,Shoes,39999.95,0.5,20000.0,19999.949999999997,49.99993749992187,2025,10,44,Tuesday,1.25e-06
2736,98,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-01-27,1,Netbanking,0.15,Successful,080dc37e2ed3872a,4354950587c0fdb7,3859a55069f2b707,Refrigerator,Home Appliances,Refrigerator,64999.85,0.7,45500.0,19499.85,29.99983846116568,2026,1,5,Tuesday,2.3076923076923077e-06
2737,727,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-03-27,2,Card,0.4,Successful,61192086ab85c79d,db041982f9e704ac,3b1b3970b9ecfa42,Laptop,Electronics,Laptop,499999.6,0.8,400000.0,99999.59999999998,19.999935999948796,2026,3,13,Friday,8.000000000000001e-07
2738,190,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-03-11,1,Upi,0.35,Successful,d588f451e0c70aa1,57010656934d4406,edd81e097099316e,Dining Table,Furniture,Dining Table,49999.65,0.6,30000.0,19999.65,39.99957999705998,2026,3,11,Wednesday,7e-06
2739,192,104,8000.0,Shoes,Clothing,online,Bangalore,2026-04-01,4,Card,0.4,Successful,f99cd7d9aa657492,8090d208b6ca8d6f,68e92dd7711a60ff,Shoes,Clothing,Shoes,31999.6,0.5,16000.0,15999.599999999999,49.9993749921874,2026,4,14,Wednesday,1.25e-05
2740,699,102,70000.0,Phone,Electronics,online,Mumbai,2026-03-16,4,Card,0.15,Successful,25a283abb67b0968,b70c11f2d3bae01c,ef12aec29d00c0de,Phone,Electronics,Phone,279999.85,0.8,224000.0,55999.84999999998,19.999957142834177,2026,3,12,Monday,5.357142857142857e-07
2741,450,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-05-23,2,Cash,0.35,Successful,477303a905b9251e,7c06151ce2f48270,4517d7512730bb4a,Dining Table,Furniture,Dining Table,99999.65,0.6,60000.0,39999.649999999994,39.999789999265,2025,5,21,Friday,3.5e-06
2742,519,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-08,3,Card,0.3,Successful,4343028f76b052c1,5a8b5e724f248b22,3a3648b856597e11,Sofa,Furniture,Sofa,239999.7,0.6,144000.0,95999.70000000001,39.99992499990625,2026,2,6,Sunday,1.2499999999999999e-06
2743,896,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-04-09,3,Cash,0.25,Successful,988b0e1b3c09b933,6687aa9c745c2405,b3733d877f9dc3c1,Mixer Grinder,Home Appliances,Mixer Grinder,44999.75,0.7,31499.999999999996,13499.750000000004,29.999611108950614,2026,4,15,Thursday,5.555555555555556e-06
2744,797,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-01,5,Upi,0.1,Successful,3db0fa5c567c649f,7eb6757aaf53b9ec,42f5bc2c0f80dd2a,Phone,Electronics,Phone,349999.9,0.8,280000.0,69999.90000000002,19.999977142850618,2025,10,40,Wednesday,2.8571428571428575e-07
2745,425,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-20,3,Card,0.4,Successful,1812411ce93b8e2e,e8fb9089137a9dae,6e2bf8433d307844,Phone,Electronics,Phone,209999.6,0.8,168000.0,41999.600000000006,19.99984761875737,2026,1,4,Tuesday,1.904761904761905e-06
2746,241,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-08-03,1,Upi,0.1,Successful,6a115cbf06e847d4,146cdb4f507f7b06,9927ef5361603c87,Mixer Grinder,Home Appliances,Mixer Grinder,14999.9,0.7,10500.0,4499.9,29.9995333302222,2025,8,31,Sunday,6.666666666666667e-06
2747,409,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-13,5,Card,0.35,Successful,610f4b04d17eeaf2,4da91f06410b7d44,9f6d6d118d3a01fe,Microwave,Home Appliances,Microwave,224999.65,0.7,157500.0,67499.65,29.99989111094173,2025,7,28,Sunday,1.5555555555555554e-06
2748,569,106,80000.0,Sofa,Furniture,online,Mumbai,2025-05-06,5,Cash,0.15,Successful,7b273cf1e881791e,f91706770814c337,3708c8b15a0ead73,Sofa,Furniture,Sofa,399999.85,0.6,240000.0,159999.84999999998,39.99997749999156,2025,5,19,Tuesday,3.75e-07
2749,264,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-12-28,4,Upi,0.1,Successful,fd33f573249c4bd1,44d1f4418eff0218,b97d3095e0f4135a,Mixer Grinder,Home Appliances,Mixer Grinder,59999.9,0.7,42000.0,17999.9,29.99988333313889,2025,12,52,Sunday,1.6666666666666667e-06
2750,897,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-04-08,3,Card,0.15,Successful,a63729326b80c0cf,14099972cf32d732,026e32bd79ff4f8a,Shirt,Clothing,Shirt,3899.85,0.5,1950.0,1949.85,49.99807684910958,2026,4,15,Wednesday,3.846153846153846e-05
2751,501,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-17,5,Cash,0.2,Successful,5dbd1996f216bef6,63de30145772ce77,ff0537846517ddfb,Laptop,Electronics,Laptop,1249999.8,0.8,1000000.0,249999.80000000005,19.999987199997953,2025,5,20,Saturday,1.6e-07
2752,140,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-12,2,Upi,0.3,Successful,5d298468860078ba,89478074424e00e3,91f9859440b0880b,Phone,Electronics,Phone,139999.7,0.8,112000.0,27999.70000000001,19.999828571061233,2025,7,28,Saturday,2.1428571428571427e-06
2753,715,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-02-04,2,Upi,0.15,Successful,2dbb6d5fa2b995e8,40ce6e1f87ebe539,6162e2bb517ac284,Mixer Grinder,Home Appliances,Mixer Grinder,29999.85,0.7,21000.0,8999.849999999999,29.99964999824999,2026,2,6,Wednesday,4.9999999999999996e-06
2754,628,102,70000.0,Phone,Electronics,online,Chennai,2026-01-31,4,Upi,0.3,Successful,b592eef5df99008c,69446e6136f5713c,488e33a576ab42bd,Phone,Electronics,Phone,279999.7,0.8,224000.0,55999.70000000001,19.999914285622452,2026,1,5,Saturday,1.0714285714285714e-06
2755,190,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-06-22,1,Netbanking,0.1,Successful,d588f451e0c70aa1,57010656934d4406,edd81e097099316e,Microwave,Home Appliances,Microwave,44999.9,0.7,31499.999999999996,13499.900000000005,29.999844444098777,2025,6,25,Sunday,2.2222222222222225e-06
2756,97,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-03-13,5,Upi,0.4,Successful,8565ae806a52d0ad,d16a7c17b8ee507c,d44a63eb983c0201,Laptop,Electronics,Laptop,1249999.6,0.8,1000000.0,249999.6000000001,19.999974399991814,2026,3,11,Friday,3.2e-07
2757,557,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-03-28,2,Upi,0.35,Successful,60232f704f05c5bb,7807f8f7484557ca,d39662336beb009d,Microwave,Home Appliances,Microwave,89999.65,0.7,62999.99999999999,26999.65,29.999727776719137,2026,3,13,Saturday,3.888888888888889e-06
2758,748,104,8000.0,Shoes,Clothing,online,Chennai,2025-07-11,1,Upi,0.15,Successful,5c7ac2419e993774,83e74036372cde55,e77e1073f4b14cc1,Shoes,Clothing,Shoes,7999.85,0.5,4000.0,3999.8500000000004,49.99906248242155,2025,7,28,Friday,1.875e-05
2759,2,106,80000.0,Sofa,Furniture,online,Delhi,2025-02-12,5,Netbanking,0.25,Successful,ede63ead812a1530,2534da5ecfe7e02b,01f888614999fbd6,Sofa,Furniture,Sofa,399999.75,0.6,240000.0,159999.75,39.99996249997656,2025,2,7,Wednesday,6.25e-07
2760,895,101,250000.0,Laptop,Electronics,online,Bangalore,2025-06-29,4,Cash,0.1,Successful,a525e9e87701e32c,6cf9e662be075070,a4257d585cb09ea0,Laptop,Electronics,Laptop,999999.9,0.8,800000.0,199999.90000000002,19.999991999999203,2025,6,26,Sunday,1.0000000000000001e-07
2761,128,102,70000.0,Phone,Electronics,online,Bangalore,2025-07-18,2,Card,0.3,Successful,7e366c92188f79f4,d5b6ef915c2c4ada,d08a896f40715db3,Phone,Electronics,Phone,139999.7,0.8,112000.0,27999.70000000001,19.999828571061233,2025,7,29,Friday,2.1428571428571427e-06
2762,142,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-10-12,4,Netbanking,0.35,Successful,005b25a9ad3ea672,76bdc12d772085b3,7c8a3e3bdb278656,Microwave,Home Appliances,Microwave,179999.65,0.7,125999.99999999999,53999.65000000001,29.999863888624233,2025,10,41,Sunday,1.9444444444444444e-06
2763,974,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-07-28,4,Cash,0.15,Successful,550d6ceeee7875dd,91b8eae6fcb8a5d7,6da9d83897ae8528,Shoes,Clothing,Shoes,31999.85,0.5,16000.0,15999.849999999999,49.99976562390136,2025,7,31,Monday,4.6875e-06
2764,374,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-08-13,5,Upi,0.3,Successful,1bf70046cdeff0e5,0f83e1802b562e0c,6ec3465f05accf92,Sofa,Furniture,Sofa,399999.7,0.6,240000.0,159999.7,39.999954999966256,2025,8,33,Wednesday,7.5e-07
2765,300,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-12-26,4,Cash,0.2,Successful,7fd341b69ae30380,6d68ec492cee11cf,9432efc679dcda59,Shoes,Clothing,Shoes,31999.8,0.5,16000.0,15999.8,49.99968749804686,2025,12,52,Friday,6.25e-06
2766,425,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-10-06,2,Netbanking,0.25,Successful,1812411ce93b8e2e,e8fb9089137a9dae,6e2bf8433d307844,TV,Electronics,TV,89999.75,0.8,72000.0,17999.75,19.999777777160492,2025,10,41,Monday,2.777777777777778e-06
2767,355,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-01-26,5,Card,0.25,Successful,d173a9324c80b2b5,60f4641f32049346,433998e64ee0109c,Shirt,Clothing,Shirt,6499.75,0.5,3250.0,3249.75,49.99807684910958,2026,1,5,Monday,3.846153846153846e-05
2768,58,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-07-12,1,Card,0.1,Successful,5a0775b302c3b033,e296bff71270c50e,534228960cd7859b,Dining Table,Furniture,Dining Table,49999.9,0.6,30000.0,19999.9,39.999879999760005,2025,7,28,Saturday,2e-06
2769,456,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-01-04,1,Cash,0.1,Successful,aba004e3e557d4ae,94d7b9c688eea73b,e5f48150c9094972,Microwave,Home Appliances,Microwave,44999.9,0.7,31499.999999999996,13499.900000000005,29.999844444098777,2026,1,1,Sunday,2.2222222222222225e-06
2770,588,103,1300.0,Shirt,Clothing,online,Delhi,2025-11-14,2,Cash,0.4,Successful,d1a94f2b8b8a022b,fcc2c39c1a9b490c,d2b5ac3c1d40b021,Shirt,Clothing,Shirt,2599.6,0.5,1300.0,1299.6,49.992306508693645,2025,11,46,Friday,0.00015384615384615385
2771,684,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-07-27,2,Netbanking,0.15,Successful,65c45c4af3944680,72c984f3d29b0b8c,8620ba303cb9d2ef,Refrigerator,Home Appliances,Refrigerator,129999.85,0.7,91000.0,38999.850000000006,29.999919230676035,2025,7,30,Sunday,1.1538461538461538e-06
2772,674,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-21,3,Upi,0.3,Successful,6d9aebb7761f1f0d,2fd5f33df1d39f82,52c74e7b3d20aad8,Shirt,Clothing,Shirt,3899.7,0.5,1950.0,1949.6999999999998,49.9961535502731,2025,5,21,Wednesday,7.692307692307693e-05
